brand_name,account_name,platform_name,title,caption_text,hashtags,like_count,view_count,comment_count,upload_date,content_url
다이소,mi___jin2,인스타그램,,"#협찬  다이소에서 만난 가성비 건강템✨  요즘 눈이 너무 피로해서 챙겨본  #다이소영양제 #오브맘 루테인 하루구미!  ✔️ 패키지 & 구성   30일분 구미 4박스로 넉넉하게 구성되어 있어서  꾸준히 챙기기 좋아요.  개별 포장이 아니라 통에 담겨 있어  집에서 간편하게 꺼내 먹기 딱👍  ✔️ 섭취 방법 & 간편함   하루 1~2구미만 챙기면 끝!  물 없이도 먹을 수 있는 구미 타입이라  바쁜 아침이나 외출 전에도  부담 없이 섭취 가능해요.  가방에 쏙 넣어 다니기도 좋아서  #가성비영양제 인정✨  ✔️ 직접 느낀 점   쫀득한 식감에 달콤한 맛이라  간식처럼 챙기기 좋았어요.  평소 스마트폰, 컴퓨터 많이 사용하는 분들께 특히 추천!  눈 건강 관리, 이렇게 간편할 줄이야😊  “합리적인 가격, 믿을 수 있는 건강기능식품”  가볍게 시작하기 좋은  #다이소건강기능식품 찾는다면 추천해요💛  다이소추천템 건강기능식품  눈건강 루테인 오브맘 다이소"".","#협찬, #다이소영양제, #오브맘, #가성비영양제, #다이소건강기능식품",189.0,,0.0,2026-05-02 13:46:02,https://www.instagram.com/p/DX1qSNNE-oW/
다이소,smy2166,인스타그램,,"#협찬 👀 평소 다이소 가면 생활용품만 보다가 건강기능식품 코너까지 꼭 들르게 되더라고요✨ 이번엔 오브맘 눈건강 루테인 하루구미로 가족들 눈 건강까지 챙겨봤어요💜  30일분 구성에 구미 타입이라 하루 한 개씩 간편하게 챙기기 좋고, 블루베리맛이라 부담 없이 먹기 편했던 점도 만족스러웠어요. 무엇보다 식구별로 하나씩 챙겨도 가격 부담이 적어서 가족 건강 루틴용으로 괜찮더라고요👏  스마트폰, 태블릿, PC 사용 많은 요즘 마리골드꽃추출물(루테인) 함유로 눈 건강 관리까지 생각할 수 있고, 다이소 건강기능식품답게 합리적인 가격이라 가성비 영양제 찾는 분들께도 눈길 갈 만했어요.  다이소 영양제 뭐 살지 고민된다면 오브맘처럼 간편한 하루 구미 타입도 한 번 체크해보세요💡 가볍게 시작하기 좋은 다이소 건강기능식품 추천템!  #다이소건강기능식품 #다이소영양제 #가성비영양제 #오브맘"".","#협찬, #다이소건강기능식품, #다이소영양제, #가성비영양제, #오브맘",,,,2026-05-02 04:37:21,https://www.instagram.com/p/DX0rfgRj6LF/
다이소,huhuda_s,인스타그램,,"#협찬 요즘 눈 침침함 대박이라 다이소 갔다가 득템한 꿀템 소개드립니다. 진짜 저처럼 하루 종일 폰 보고 모니터 보는 사람들은 무조건 추천드립니다.  #오브맘눈건강루테인하루구미 아니, 이게 영양제 맞냐구요..? 그냥 맛있는 젤리 그 자체! 영양제 챙겨 먹기 귀찮아하는 저도 이건 눈에 보일 때마다 자꾸 손이 가서 큰일이에요 ㅋㅋ  쫀득쫀득 식감 미쳤고 씹는 재미가 있어서  업무 중에 당 충전용으로 딱이에요. 가성비 끝판왕 다이소 제품이라 가격 착한 건 기본,  근데 성분은 프리미엄 KATRA 원료라고 해요.  이제 물 없이도 맛있게 챙겨보세요!  #다이소건강기능식품 #가성비영양제 #오브맘"".","#협찬, #오브맘눈건강루테인하루구미, #다이소건강기능식품, #가성비영양제, #오브맘",1.0,,2.0,2026-04-28 00:24:19,https://www.instagram.com/p/DXp7W0gDyGg/
다이소,cocororush,인스타그램,,"#협찬 #오브맘 #다이소영양제 #가성비영양제 #루테인   👋 하루 종일 스마트폰 보는 눈, 저만 피곤한 거 아니죠?  🔆 스마트폰 보고, 노트북 보고, 다시 폰 보고… 눈이 하루 종일 야근하는 느낌이라 눈 건강 관리도 이제는 간편하게 챙겨보려고 해요.  ✔️ 오브맘 눈건강 루테인 하루구미 다이소에서 만날 수 있는 건강기능식품  ✔️ 구성 눈건강 루테인 하루구미 30일분 하루 1개씩, 한 달 동안 간편하게 챙길 수 있는 구성이에요.  🔆 패키지에 적힌 ""우리가족 눈건강 루틴""이라는 문구처럼 스마트폰, 노트북, 태블릿까지 자주 보는 요즘 일상에서 하루 1개로 간편하게 챙길 수 있다는 점이 마음에 들었어요.  ✔️ 주요 포인트 마리골드꽃추출물, 루테인 함유 세계적으로 손꼽히는 프리미엄 원료  KATRA PHYTOCHEM社 원료 사용  ⭕️ 제일 마음에 들었던 건 섭취가 정말 간편하다는 점이에요. 알약처럼 물이 꼭 필요한 것도 아니고,  블루베리맛 구미라 상큼하고 탱글해서 부담 없이 챙기기 좋더라고요.  🔆 요즘은 건강기능식품도 비싸게 느껴지면  꾸준히 챙기기가 쉽지 않잖아요.  오브맘 눈건강 루테인 하루구미는 합리적인 가격,  믿을 수 있는 건강기능식품이라는 포인트가 좋아서 눈 건강 루틴을 가볍게 시작해보기 좋은 제품 같아요.  본 포스팅은 제품을 제공받아 솔직하게 작성되었습니다."".","#협찬, #오브맘, #다이소영양제, #가성비영양제, #루테인",28.0,,44.0,2026-04-29 12:04:47,https://www.instagram.com/p/DXts5oOCQIS/
다이소,sh1016sh,인스타그램,,"#협찬 #유한양행 #장건강유한생유산균  다이소에서 이것저것 구경하고 쇼핑하는거 좋아하는데요~ 온가족 함께 챙길 수 있는 건강기능식품들도 많더라고요.  100년 역사의 신뢰 브랜드인 유한양행을 다이소에서 보다니~!!! 장건강 유한 생유산균 가격은 무려 5,000원~! 대박이죠?   유한양행이 직접 연구·개발한 4종 균주 (L.Helveticus FMT239, L.Fermentum FMT24, Lc.lactis FMT02, B.Longum FMT438)  식약처 인정받은 장건강 3중 기능성~! 유산균 증식 및 유해균 억제, 배변활동 원활, 장 건강 도움을 주는 제품이라죠.  실온에서도 안정적으로 보장되는 보장균수 20억 CFU, 400억 CFU 투입~!  고소한 누룽지맛이라 간식처럼 먹기도 좋더라고요.  1일 1포씩 간편하게 챙기기도 좋아요~  부담없는 가격으로 유한양행 장건강 유한 생유산균을 가볍게 시작해보세요~!  #다이소건기식 #다이소유산균 #유한양행프로바이오틱스 #다이소프로바이오틱스 #유한양행유산균 #유산균추천 #장건강유산균 #프로바이오틱스효능 #다이소건강기능식품"".","#협찬, #유한양행, #장건강유한생유산균, #다이소건기식, #다이소유산균, #유한양행프로바이오틱스, #다이소프로바이오틱스, #유한양행유산균, #유산균추천, #장건강유산균, #프로바이오틱스효능, #다이소건강기능식품",,,,2026-04-29 14:09:49,https://www.instagram.com/p/DXt94H7kdzQ/
다이소,hahahafam_s2_,인스타그램,,"#제품제공   요즘 하루 종일 핸드폰 + 컴퓨터 보는 시간 많아지면서 눈이 뻑뻑하고 피로감이 확 올라오더라고요 🥲 그래서 가볍게 챙겨보려고 시작한 다이소 건강기능식품 오브맘(Ofmom) 눈건강 루테인 하루구미 👀✨  ✔ 구미 타입이라 물 없이도 간편하게 ✔ 하루 한 번, 쏙 꺼내 먹기만 하면 끝 ✔ 휴대성 좋아서 가방에 넣어두고 틈틈이 챙기기 좋아요  특히 맛이 부담 없어서 영양제 느낌보다 그냥 간식처럼 먹기 편한 게 장점 👍 마리골드꽃추출물(루테인) 들어있어서 눈 건강 관리용으로 꾸준히 챙겨보려고요!  요즘처럼 바쁜 일상 속에서 👉 간편하게 챙길 수 있는 가성비 영양제 찾는다면 이런 제품도 괜찮은 선택인 것 같아요^^  합리적인 가격에 부담 없이 시작하는 다이소 영양제 확실히 접근성이 좋아서 더 손이 가는 듯!!*,*  #다이소건강기능식품 #다이소영양제 #가성비영양제 #오브맘 눈건강루테인"".","#제품제공, #다이소건강기능식품, #다이소영양제, #가성비영양제, #오브맘",0.0,,0.0,2026-05-03 02:47:54,https://www.instagram.com/p/DX3Dw2Wj7Ad/
다이소,ymwithj,인스타그램,,"#협찬 보이면 무조건 들어가보게 되는 뭐든 다 있는 다이소!  이것저것 구경하다가 건강기능식품 코너에 시선이 멈췄어요.  다양한 제품들을 쓱 둘러보는데 익숙한 로고가 딱 눈에 띄더라고요.✨  ”어? 이 가격에 유한양행?!!“  100년 신뢰의 유한양행 제품을 다이소에서 만날 수 있다니‼️ 안그래도 유산균도 똑 떨어졌기에 5000원이라는 착한 가격에 일단 겟겟   그래도 성분 확인 안할 수는 없어서 꼼꼼하게 체크하니 ✔️무려 특허받은 구강 유래 유산균 5종(1억 CFU 보장)이 함유되어 있고,  ✔️칼슘과 인 흡수에 도움을 주고 뼈 형성과 유지에 필요한 비타민D까지 알차게 들어있더라고요.  집에 와서 뜯어보니 개별 포장은 물론이고 포장 안쪽에 실리카겔이 도포되어 있어서 실온에서도 유산균이 끄떡없이 생존할 수 있도록 꼼꼼하게 설계되었더라고요.👍  무엇보다 물 없이 톡 씹어 먹는 츄어블 타입이라 언제 어디서나 먹기 편해요🙌 제로 슈가라 당 걱정도 없고, 입안에 감도는 은은한 민트향 덕분에 간식처럼 기분 좋게 챙길 수 있답니다.😘  남녀노소 누구나 부담 없이 먹을 수 있는 제품이라, 매일 간편하게 유산균 케어를 시작해보고 싶은 분들이나 가성비 좋은 건강기능식품을 찾는 분들께 프레쉬츄 유한 생유산균 적극 추천해요!  다음 다이소 방문 때는 프리바이오틱스도 같이 쟁여와야겠어요. 😉  #다이소영양제필수 #프레쉬츄유한생유산균 #다이소구강유산균 #유한양행유산균"".","#협찬, #다이소영양제필수, #프레쉬츄유한생유산균, #다이소구강유산균, #유한양행유산균",170.0,,89.0,2026-04-22 01:01:08,https://www.instagram.com/p/DXaiw4bgSRQ/
다이소,tnqls5120,인스타그램,,"“본 포스팅은 제품을 제공받아 솔직하게 작성되었습니다.”  다이소에서 만나볼 수 있는 건강기능식품 브랜드 오브맘(Ofmom)!!  합리적인 가격과 간편한 섭취 방식으로, 바쁜 일상 속에서도 건강 관리를 돕는 제품🤓  눈건강 루테인 하루구미! (30일분)👀 → 디지털 기기 사용이 많은 현대인을 위한 눈 건강 구미 → 눈 건강 관리를 위해 마리골드꽃 추출물(루테인) 함유 → 세계적으로 손꼽히는 프리미엄 원료 KATRA PHYTOCHEM社 원료 사용 → 말랑말랑 구미 형태로 언제나 편하게 섭취하기 좋아요!  #다이소영양제 #다이소추천템 #다이소건강기능식품 #가성비영양제 #오브맘"".","#다이소영양제, #다이소추천템, #다이소건강기능식품, #가성비영양제, #오브맘",7.0,,0.0,2026-05-02 11:09:27,https://www.instagram.com/p/DX1YXYsiRM7/
다이소,ggumsonge,인스타그램,,"#제품협찬 요즘 스마트폰이랑 PC를 달고 사는 저에게 딱 필요한 아이템을 찾았어요!📱👀 바로 다이소에서 만날 수 있는 #오브맘 눈건강 루테인 하루구미!  📍 이런 점이 정말 좋아요! 간편한 눈 건강 관리: 마리골드꽃추출물(루테인)이 함유되어 있어 바쁜 일상 속에서도 눈 건강을 똑똑하게 챙길 수 있어요. 프리미엄 원료: 세계적으로 손꼽히는 KATRA PHYTOCHEM사의 프리미엄 원료를 사용해 더욱 믿음이 가요. 맛있는 구미 제형: 물 없이 간식처럼 쏙! 간편하고 쫄깃한 구미 제형이라 자꾸 손이 가요. 갓성비 영양제: 다이소 제품답게 합리적인 가격으로 누구나 부담 없이 꾸준히 관리하기 좋답니다.  다가오는 여름과 환절기를 대비해 가성비 최고인 오브맘으로 일상 맞춤 건강 케어를 시작해 보세요!✨  #다이소건강기능식품 #다이소영양제 #가성비영양제 오브맘 다이어트 다이소추천템 건강기능식품 루테인추천"".","#제품협찬, #오브맘, #다이소건강기능식품, #다이소영양제, #가성비영양제",,,,2026-04-30 14:45:49,https://www.instagram.com/p/DXwniYZieZK/
다이소,wlsdud224,인스타그램,,"본 포스팅은 제품을 제공받아  솔직하게 작성되었습니다.  오브맘 눈건강 루테인 하루구미를  만나봤어요.  하루 한 번, 간편하게  구미 형태로 섭취할 수 있어서  바쁜 일상 속에서도 꾸준히  챙기기 좋더라고요. 알약이 아니라서  부담 없이 먹을 수 있고,  맛도 괜찮아서 계속 손이 가는 느낌이에요.  눈 건강을 위해  마리골드꽃추출물(루테인)이  함유되어 있고, 프리미엄 원료를 사용했다고  해서 더 믿음이 갔어요.  평소 스마트폰이나  컴퓨터 사용 많으신 분들께  특히 추천드리고 싶어요.  무엇보다 가격까지 합리적이라서 다이소에서 부담 없이 구매할 수  있는 가성비 영양제로 딱이에요.  ✔ 다이소 건강기능식품 찾으시는 분 ✔ 다이소 영양제 가볍게  시작해보고 싶은 분 ✔ 가성비 영양제 찾는  분들께 추천드립니다.  #다이소건강기능식품  #다이소영양제 #가성비영양제 #오브맘"".","#다이소건강기능식품, #다이소영양제, #가성비영양제, #오브맘",2.0,,0.0,2026-05-02 14:34:13,https://www.instagram.com/p/DX1vzKAGRvi/
