comment_text,content_id,형태소,형태소기반_감정,맥락기반_감정
"대웅제약 바나바잎추출물 식후혈당 상승을 막아줘요. 더불어 인슐린 작용을 도와주는 크롬도 같이있습니다. 아침식사와 함께 드세요. 대웅제약 베르베린500 인도매자나무열매 추출물로 함량은 1정당 500mg 하루 1~3정 복용가능하며, 식후에 드세요.",371,"['대웅제약', '추출물', '식후', '혈당', '상승', '더불', '인슐린', '작용', '도와주', '크롬', '아침', '식사', '드세', '대웅제약', '베르베린', '나무', '열매', '추출물', '함량', '하루', '복용', '가능', '식후', '드세']",중립,중립
,372,[],중립,중립
,373,[],중립,중립
국자는 접시에 올려두고 쓰면 되는데 거치대가 필요하다는 생각은 해본적이 없어요,374,"['국자', '접시', '올리', '거치대', '필요', '생각']",중립,중립
깔끔한부엌!!수납정리!!굿!!!!!!,374,"['부엌', '수납', '정리']",중립,중립
"어머, 선팅지 궁금했었는데 빛차단이 잘되긴하나보네요! 제품 링크도 달아주시면 더 좋을것 같아요!😊",374,"['선팅', '차단', '제품', '링크']",중립,중립
저도 다이소 행주걸이 샀는데... 행주만 걸어도 자꾸 기울어져서 떨어졌어요 어떻게 저래 딱 붙였어요?,374,"['다이소', '행주', '걸이', '행주', '기울어지', '떨어지', '어떻', '저렇', '붙이']",중립,중립
기기 정보 공유가능할까요?,374,"['기기', '정보', '공유', '가능']",중립,중립
설명이 넘 빨라서 듣기 어렵네요!,374,"['설명', '빠르', '어렵']",중립,중립
Why are ur nails yellow,375,[],중립,중립
이제 영양제까지 선전하시나 봐요~~,376,"['영양제', '선전']",중립,중립
원장님 ㅇ몇가지섞어서 먹어도되나요 라이코펜 폴리스 3가지이상섞어 복용되나요🎉,376,"['원장', '가지', '라이코펜', '폴리스', '가지', '이상', '복용']",중립,중립
답변부탁드려요원장님🎉,376,"['답변', '부탁', '드리', '원장']",중립,중립
영향제 쿠팡에서 사지요,376,"['영향', '쿠팡']",중립,중립
아따 행님 거 말씀좀 간략히 빨리좀 하쑈잉 ㅡㅡ,376,"['말씀', '하쑈잉']",중립,중립
,378,[],중립,중립
,381,[],중립,중립
우와,382,[],중립,중립
저 스티커 뽑았는데 프린세스 쁠리에 나왔어요,382,"['스티커', '프린세스', '쁠리', '나오']",중립,중립
오메 여러종류 많네 ...,382,['종류'],중립,중립
귀여워 태리,382,"['귀여워', '태리']",중립,중립
오메 다 예뿌네♡,382,['예뿌네'],중립,중립
예뿌당,382,['예뿌'],중립,중립
스티커좋겠다,382,['스티커'],중립,중립
"쥐에스에 하츄핑 담요 나온거 아시나요?!화이트 데이 제품으로 쥐에스에 하츄핑 담요,단체로 다이어리,육샌펜 이르케 나왔어요!!",382,"['에스', '하츄핑', '담요', '나오', '화이트', '데이', '제품', '쥐에스', '하츄핑', '담요', '단체', '다이어리', '나오']",중립,중립
왙태리좋겟다,382,['왙태리'],중립,중립
약국에도 있나?,382,['약국'],중립,중립
각고 싶네요 ㅎㅎ,382,[],중립,중립
,383,[],중립,중립
,384,[],중립,중립
,385,[],중립,중립
,386,[],중립,중립
너무너무 깔끔하네요!!,388,['깔끔'],중립,중립
,389,[],중립,중립
,390,[],중립,중립
,392,[],중립,중립
,393,[],중립,중립
-자연관 이뮨멀티비타민미네랄(4병) 15종 영양소 멀티비타민&미네랄 -자연관 스파이크컷 바나바잎＆카테킨(4병) 코로솔산1.3mg(바나바추출물)&녹차카테킨으로 혈당케어 -자연관 이지슬로 엑스트라버진 올리브오일＆레몬(4병) 엑스트라버진 올리브유 2캡슐 + 레몬즙 -자연관 바이탈 밀크씨슬＆비타민B(4병) 비타민B7종 + 밀크씨슬130mg + 아연으로 간건강초점,394,"['자연관', '이뮨', '멀티', '비타민', '미네랄', '영양소', '멀티', '비타민', '미네랄', '자연관', '스파이크', '카테킨', '추출물', '녹차', '카테킨', '혈당', '케어', '자연', '이지', '슬로', '엑스트라', '버진', '올리브', '오일', '레몬', '엑스트라', '버진', '올리브유', '캡슐', '레몬', '자연관', '이탈', '밀크', '비타민', '비타민', '밀크', '아연', '건강', '초점']",중립,중립
,396,[],중립,중립
또 보고싶은 리뷰템이 있다면 댓글에 알려주세요🤸‍♀️🤸🤸‍♂️🧡🧡,399,"['리뷰', '댓글', '알리']",중립,중립
,401,[],중립,중립
,403,[],중립,중립
[다이소 영양제] 눈 영양제 골라드림 1. 안국 토비콤 루테인 지아잔틴 미니(30캡슐) 루테인지아잔틴 합 20mg 와 비타민A 하루에 1알 식사 후 드세요. 2. 대웅제약 rTG오메가3 한캡슐당 EPA+DHA 500mg 고지혈증이나 만성염증이 있으신 분들은 아침이나 점심 식사 후 2알 드세요. 3. 안국 토비콤 아이포커스 미니(20캡슐) 아스타잔틴5mg 와 비타민A 하루에 1알 식사 후 드세요.,404,"['다이소', '영양제', '영양제', '고르', '드리', '안국', '토비콤', '루테', '지아', '미니', '캡슐', '루테인지아잔틴', '비타민', '하루', '식사', '드세', '대웅제약', '오메가', '캡슐', '고지혈증', '만성', '염증', '아침', '점심', '식사', '드세', '안국', '토비콤', '포커스', '미니', '캡슐', '스타', '비타민', '하루', '식사', '드세']",중립,중립
대웅제약이 전문브랜드가 아니면 어디가 전문브랜든가요?ㅋㅋ,405,"['대웅제약', '전문', '브랜드', '아니', '어디', '전문', '브랜드']",중립,중립
,406,[],중립,중립
,407,[],중립,중립
,408,[],중립,중립
,409,[],중립,중립
,410,[],중립,중립
,411,[],중립,중립
,413,[],중립,중립
,414,[],중립,중립
오호😅 오천원,415,['오천'],중립,중립
다이소가 진짜 다 장악하느구나,416,"['다이소', '장악']",중립,중립
,417,[],중립,중립
"이 콘텐츠는 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다 🧐영상 속 제품 구매하고 싶다면? 👉프로필 밑 링크에서 확인해 주세요!",418,"['콘텐츠', '쿠팡', '파트너스', '활동', '일환', '따르', '일정액', '수수료', '제공', '영상', '제품', '구매', '프로필', '링크', '확인']",중립,중립
다이소에서토비콤루테인사먹고있어요,418,"['다이소', '루테']",중립,중립
,419,[],중립,중립
"[다이소영양제] 테아닌편 오브맘 스트레스,쉼 30일분 1포당 테아닌200mg와 비타민B 함유 하루에 1포 드세요.",420,"['다이소', '영양제', '아니', '오브', '스트레스', '아니', '비타민', '함유', '하루', '드세']",중립,중립
,421,[],중립,중립
,422,[],중립,중립
,423,[],중립,중립
올리브영에 없는게 없네요,425,['올리브'],중립,중립
,426,[],중립,중립
,427,[],중립,중립
,428,[],중립,중립
,429,[],중립,중립
,430,[],중립,중립
,431,[],중립,중립
아 맞으셨구나 진짜 잘하셨어요,432,[],중립,중립
눈매와 입술이 매력있음,432,"['눈매', '입술', '매력']",중립,중립
유튜브 라이브도 진행해주세요,432,"['유튜브', '라이브', '진행']",중립,중립
실제후기궁금,433,['후기'],중립,중립
,434,[],중립,중립
,435,[],중립,중립
,436,[],중립,중립
,437,[],중립,중립
,438,[],중립,중립
영양제도 있네요 나중에가면 한번 봐야겠어요,439,"['영양제', '나중']",중립,중립
욜로~ 욜로~ 말 그대로 다아~이써용~~🎉😮🎉,439,['아이'],중립,중립
다이소~~~ 다있소~~^^영양제도 있네요,439,"['다이소', '다있소', '영양제']",중립,중립
,440,[],중립,중립
,441,[],중립,중립
,442,[],중립,중립
,443,[],중립,중립
,444,[],중립,중립
,446,[],중립,중립
,447,[],중립,중립
,448,[],중립,중립
,449,[],중립,중립
,450,[],중립,중립
,451,[],중립,중립
,452,[],중립,중립
,454,[],중립,중립
,455,[],중립,중립
,456,[],중립,중립
,457,[],중립,중립
,458,[],중립,중립
,459,[],중립,중립
,460,[],중립,중립
궁금한 내용은 아래로 연락주세요⬇⬇ https://bit.ly/4sWzvMO,461,"['내용', '아래', '연락']",중립,중립
검색어 열심히 찾아서 들와써용 감쟈합니다! 아쟈스!,461,"['검색어', '들오', '감쟈', '아쟈스']",중립,중립
비오틴은 어떨까요?,461,"['비오티', '어떻']",중립,중립
"고려은단 비타민c랑 판토텐산 b5 먹고 토리든 세럼, 메디포엘 시카크림 바르면서 관리중인데 두 달만에 여드름이랑 속건조 싹 사라짐",462,"['고려은단', '비타민', '토리', '메디', '시카', '크림', '바르', '관리', '여드름', '건조', '사라지']",중립,중립
유산균만해서 점수 해주세요ㅎ,462,"['유산균', '점수']",중립,중립
오쏘몰드시지말고 온누리약국에서만 파는 글루콤이라는 영양제가 훨씬 더 좋습니다,462,"['오쏘몰', '드시', '온누리', '약국', '영양제']",중립,중립
ㄹㅇ 고려은단 비타민c 가즈아,462,"['고려은단', '비타민', '가즈아']",중립,중립
CJ 바이오코어 피부 유산균도 다뤄주세요!!!!,462,"['바이오', '코어', '피부', '유산균', '다루']",중립,중립
10점인거 모아서 설명해주세욯ㅎㅎ,462,"['모으', '설명']",중립,중립
유산균만으로 되어있는 컨텐츠도 궁금해요.,462,"['유산균', '컨텐츠', '궁금하']",중립,중립
이노시톨이랑 질유산균 영상도 만들어주세요,462,"['유산균', '영상', '만들']",중립,중립
이런. 유산군 엄청 먹었는데. 1점이라니,462,['유산'],중립,중립
Peet가 여러사람 살렸네,462,"['사람', '살리']",중립,중립
락토핏은 😋맛있어서ㅋㅋ. 영양제 아예 안먹는 사람들은 젭알 저런거라도 좀 드세유:),462,"['락토핏은', '맛있', '영양제', '사람', '드세']",중립,중립
나레이션 목소리 왜이래,462,"['나레이션', '목소리', '이렇']",중립,중립
보조 여성목소리..ai인가요? 뭔가좀..,462,"['보조', '여성', '목소리']",중립,중립
다단계에서는 저 비타민c 엄청 까던데 ㅋㅋ 막 태우면서 석유기름찌꺼기 라고 그러고,462,"['다단계', '비타민', '태우', '석유', '기름', '찌꺼기', '그러']",중립,중립
어린이 유산균도 해주세요!,462,"['어린이', '유산균']",중립,중립
드시모네도 궁금해여 ㅋㅋ가격만 아니면 좋을거같긴한데,462,"['드시모네', '궁금하', '가격', '아니']",중립,중립
락토핏 다이어트는용 ..?,462,"['락토핏', '다이어트']",중립,중립
도피러스알엑스 거기에 la5들어가있던데 그거먹어야겠네,462,"['도피러스', '엑스', '거기', '들어가', '그거']",중립,중립
오늘 메이크업영상 쪄주세용🤍,463,"['메이크업', '영상']",중립,중립
보현님 화장품영상 많이 올려주세요😊,463,"['보현', '화장품', '영상', '올리']",중립,중립
언니 환연 1~4 통틀어서 제 최애 출연자에요.. 환연4 리액션 찍어주심 안될까용??,463,"['언니', '통틀', '최애', '출연자', '리액션']",중립,중립
저도 열심히 해야겠어요ㅎㅎ,463,[],중립,중립
보현님 다이어트 영상을 잘 볼게요,463,"['보현', '다이어트', '영상']",중립,중립
보현님 넘 예쁘세요..!! 혹시 카메라 여쭤봐도 될까요?? 넘 뽀용하게 나와서 💓,463,"['보현', '예쁘', '카메라', '여쭈', '나오']",중립,중립
생강귤피차 정보 궁금해요오 !!!!,463,"['생강', '피차', '정보', '궁금하']",중립,중립
日本語字幕つけてほしいな♡,463,[],중립,중립
비타민d 제품명 궁금해요!,463,"['비타민', '제품명', '궁금하']",중립,중립
언니 이소티논 먹는 주기가 너무 궁금해요..!!,463,"['언니', '이소티논', '주기', '궁금하']",중립,중립
살이 빠지신건가 얼굴이 좀 달라진것 같아용..!,463,"['빠지', '얼굴', '달라지']",중립,중립
철분젤리 정보가 안나오는데 어디껀가요??,463,"['철분', '젤리', '정보', '나오', '어디']",중립,중립
후라이팬 웍? 정보좀주세용,463,"['후라이팬', '정보']",중립,중립
11:17 비타민d 정보가 너무 흐릿해서 궁금합니다 ㅠ.ㅠ!!,463,"['비타민', '정보', '궁금하']",중립,중립
😮😮,463,[],중립,중립
보현님 저도 얼마전부터 피지 조절제 복용중인데 혹시 술약속 같은건 어떻게 하실까요? ㅠ 6개월정도는 복용을 해야한다는데 몇개월동안 술을 아예 안드셨을까요? ㅠ,463,"['보현', '얼마', '피지', '조절', '복용', '약속', '개월', '정도', '복용', '개월', '동안', '드시']",중립,중립
언닝 투명케이스인데 뒤에 연두색 집있구 그거 케이수 어디껀지 궁금해요!!,463,"['투명', '케이스', '연두색', '그거', '케이', '어디', '궁금하']",중립,중립
전해질워터랑 레몬수랑 어떻게 같이 마시시나요? ㅜㅜ 저도 둘 다 필요한데 어떻게 마셔야 할지를 모르겠어요…,463,"['전해질', '워터', '레몬', '어떻', '마시', '필요', '어떻', '마시', '모르']",중립,중립
안경 왜케 잘 어울리는 거예용~~,464,"['안경', '어울리']",중립,중립
위시 최애 멤버가 누구에요? ㅎ,464,"['위시', '최애', '멤버', '누구']",중립,중립
언니 니트 정보 부탁드려도 돼요?! 넘 예뻐요옹,465,"['언니', '니트', '정보', '부탁', '드리', '예쁘']",중립,중립
메컵 너무 예뻐요,465,['예쁘'],중립,중립
언니…입술 모에요…? 넘예뻐…,465,"['언니', '입술', '예쁘']",중립,중립
언니 목걸이 너무 예쁜데 정보 궁금해요!!!!,465,"['언니', '목걸이', '예쁘', '정보', '궁금하']",중립,중립
사..사..ㄹ..에휴..모르겠다..ㅜ,465,"['사사에휴', '모르']",중립,중립
왜 자꾸 혼자 회춘하심.. 나 어쩌나. . 😮,465,"['회춘', '어쩌']",중립,중립
,466,[],중립,중립
눈밑이 바르르 떨렸는데 그게 마그네슘 때문이였군요ㅠ,467,"['떨리', '그것', '마그네슘', '때문']",중립,중립
네????????? 30대 중반이요?????????20대 초반이 아니구요??????,469,"['중반', '초반', '아니']",중립,중립
? 30대 중반이라고요? 20대 중반으로 봤는데..,469,"['중반', '중반']",중립,중립
"컵 정보좀알려주세효,,//",469,"['정보', '알리']",중립,중립
헉 상의 너무 이뽀요!! 정보 알수있나요..?,469,"['이뽀요', '정보']",중립,중립
"건기식...오메가3,루테인,카베진,유산균,밀크씨슬먹음",469,"['건기', '오메가', '루테', '유산균', '밀크']",중립,중립
약사가 개인상담해주고 건강기능식품을 소분해주는곳인가보네요. 약사가 아닌 의사컨셉 약국인가봐요,470,"['약사', '개인', '상담', '건강', '기능', '식품', '약사', '아니', '의사', '컨셉', '약국']",중립,중립
,472,[],중립,중립
★마그랩X천하장사 콜라보 올리브영 단독기획★ 포스트레스 10+10 https://vo.la/ZIJiYh 마칼디 60정+60정 https://vo.la/IrLOde 지금 올리브영 구매 ㄱㄱ,473,"['천하장사', '콜라', '올리브', '단독', '기획', '스트레스', '마칼디', '올리브', '구매']",중립,중립
🔻퓨레카 워터믹스🔻 https://oy.run/KXtfWdjzw10UYl,475,"['퓨레카', '워터', '믹스']",중립,중립
드디어~~!! 너무 기다렸어요~~!!!,478,['기다리'],중립,중립
저도기뻐요🎉🎉🎉,478,['기쁘'],중립,중립
잘됐다 올영에서 사야지,478,[],중립,중립
🎉🎉🎉🎉🎉🎉국민영웅 에스더포물러!!!여에스더박사님!!!,478,"['국민', '영웅', '에스더', '무르', '여에스더', '박사']",중립,중립
일본에서 구입 방법 알려주세요,478,"['일본', '구입', '방법', '알리']",중립,중립
,479,[],중립,중립
,480,[],중립,중립
영수증 보니 구입한 총 수량이 32개 더라구요. (올영 직원들 선물 포함된 수량) 50만원 정도 나올 만 하네요.ㅋㅋㅋ,481,"['영수증', '구입', '수량', '직원', '선물', '포함', '수량', '정도', '나오']",중립,중립
ㅋ ㅋ😂😂😅,481,[],중립,중립
,482,[],중립,중립
,483,[],중립,중립
,484,[],중립,중립
,485,[],중립,중립
드. 디. 어. 할레루야~~!!!!,488,['할레루'],중립,중립
에스더님은 공주님 ㅎ,488,"['에스더', '공주']",중립,중립
저두 오늘 올리브영가서 구입했어요,488,"['올리브', '구입']",중립,중립
도곡동 올리브영 줄서는 사람으로 인산인해 되기를 기도합니다 에스터님 빵 터졌어요~ 넘 귀욤이세욤~~~ㅋㅋ,488,"['도곡동', '올리브', '사람', '인산인해', '기도', '에스터', '터지', '귀욤이세욤']",중립,중립
멀티비타민 미네랄 당뇨병이 있는데 섭취해도 되나요,488,"['멀티', '비타민', '미네랄', '당뇨병', '섭취']",중립,중립
일본에서는 어떻게 구입해요 매번 한국에 부탁하기가 좀,488,"['일본', '어떻', '구입', '한국', '부탁']",중립,중립
,490,[],중립,중립
,491,[],중립,중립
,493,[],중립,중립
,494,[],중립,중립
,495,[],중립,중립
같이 먹을 코엔자임Q10도 부탁드려요🙏🏻,496,"['코엔자임', '부탁드리']",중립,중립
선생님 해링오일 먹고있는데 오메가3도 같이 섭취해도 되나요?,496,"['선생', '오일', '오메가', '섭취']",중립,중립
"혈행개선 목적으로 헤ㅇ클레스 오메가3 이지 먹고있는데, 먹고난 후 위장 트러블을 겪어요.. 식물성 오메가3는 위장 장애가 덜한지요?",496,"['개선', '목적', '헤클레스', '오메가', '위장', '트러블', '식물', '오메가', '위장', '장애']",중립,중립
식물성 동물성 같이먹을려면 한꺼번에 식물성한알 동물성한알 같이먹으면 되나요,496,"['식물', '동물', '식물', '동물']",중립,중립
넵넵,496,[],중립,중립
감시합니다!!,496,['감시'],중립,중립
"음식물로도 영양분을 섭취하니.. 비타민, 오메가3 등 영양제를 다 먹을 필요없이 반만 먹어야 될것 같아요",496,"['음식물', '영양분', '섭취', '비타민', '오메가', '영양제', '필요']",중립,중립
원하던 정보에요~^^,497,"['원하', '정보']",중립,중립
요즘 마케팅이 너무 심한데 찐정보 알려주시니 든든합니다,497,"['요즘', '마케팅', '심하', '정보', '알리']",중립,중립
하루에 2개라면 아침 저녁 하나씩 해서 2번 먹으면 되나요? 한번에 2개를 먹어야 하나요?,497,"['하루', '아침', '저녁', '하나']",중립,중립
어떤거를 제일 추첨하시나엽,497,['추첨'],중립,중립
처방전없이도 살수 있는 약들이지용? 앗 그런데 가격대가 좀 있네요 ㅎㅎ;,497,"['처방전', '지용', '가격대']",중립,중립
식약처에서 건강기능식품으로 인정 받은 제품은 아닌가요?,497,"['식약처', '건강', '기능', '식품', '인정', '제품', '아니']",중립,중립
글루따디온~,497,[],중립,중립
글루타치온 순함량은 어떻게 확인하나요,497,"['함량', '어떻', '확인']",중립,중립
언제 먹어여하나요?,497,['하나'],중립,중립
,498,[],중립,중립
,499,[],중립,중립
,501,[],중립,중립
,502,[],중립,중립
,503,[],중립,중립
,504,[],중립,중립
,505,[],중립,중립
유산균은 진짜 여자들힌테 필수템 ㅋㅋ 저는 이것두 먹구 질균형제 쓰면서 냄새 가려움도 잡았어요❣ 내 효자들...,506,"['유산균', '여자', '필수', '이것', '균형', '냄새', '가렵', '효자']",중립,중립
오 유산균 프로폴리스 없었는데 사서먹어봐야겠네요🫡,507,"['유산균', '프로폴리스']",중립,중립
,508,[],중립,중립
제품 정보는 아래 링크 https://bit.ly/4pj1rsS,509,"['제품', '정보', '아래', '링크']",중립,중립
💎 영상 속 나오는 제품 정보 💎 ✅ http://bit.ly/4q5Alq2,510,"['영상', '나오', '제품', '정보']",중립,중립
자세한 후기는 블로그에 정리해두었습니다 😊 👉 블로그 바로가기 https://m.blog.naver.com/0620jj/224188027653,511,"['후기', '블로그', '정리', '블로그']",중립,중립
,512,[],중립,중립
,513,[],중립,중립
맛잇어보여요!!!💗💗💗,514,['보이'],중립,중립
,515,[],중립,중립
,516,[],중립,중립
💎 영상 속 나오는 제품 정보 💎 ✅http://bit.ly/4q5Alq2 또는 제 채널 오시면 프로필 아래 링크 클릭 <제 채널 메인 링크 클릭 38번 찾기>,517,"['영상', '나오', '제품', '정보', '채널', '프로필', '아래', '링크', '클릭', '채널', '메인', '링크', '클릭']",중립,중립
김희선이 한 마흔다섯 정도인가요?,517,"['김희선', '마흔', '다섯', '정도']",중립,중립
,518,[],중립,중립
"👉 이거 찾는 사람 많아서 링크 남김 https://link.coupang.com/a/d6faj1 이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",519,"['이거', '사람', '링크', '남기', '포스팅', '쿠팡', '파트너스', '활동', '일환', '따르', '일정액', '수수료', '제공']",중립,중립
저는 채소맛보다 달아서 놀랐어요 선생님 제품이였군요! 단백질에 타서 꾸준히 좀 먹어봐야겠어요,520,"['채소', '놀라', '선생', '제품', '단백질']",중립,중립
밀잇 시리얼맛 진짜 맛있더라구요 ㅎㅎ 물만 타도 맛있다고 하신 이유가 있는듯해요 ~~~,520,"['시리얼', '맛있', '맛있', '이유']",중립,중립
마지막에 마시는 쉐이크같은거는 알레르기에 상관없나요? 제가 키위알레르기라서요,520,"['마지막', '마시', '쉐이크', '알레르기', '상관', '키위', '알레르기']",중립,중립
오늘 이종민선상님 테레비 나오는구먼ㅡ sbs 보석이네 ㅋㅋ 그래. 이정도 분이면 진즉에 나왔어야지 ㅎㅎ,520,"['선상', '테레비', '나오', '보석', '정도', '나오']",중립,중립
쉐이크베이비 초코 탄수화물 16g 인데 잘못 표기되어있네요,520,"['쉐이크', '베이비', '초코', '탄수화물', '표기']",중립,중립
배리웨이가 없다니...!ㅠㅠ,520,"['배리', '웨이']",중립,중립
"선생님! 급한일이 있어서 5일 쉐이크 마시며 다이어트하려고 하려해요 쉐이크베이비 기준 하루에 3팩씩 먹으면 나트륨은 약1400, 식이섬유는 약 18그램정돈데 나트륨이나 식이섬유 보충이 필요할까요?",520,"['선생', '급하', '쉐이크', '마시', '다이어트', '쉐이크', '베이비', '기준', '하루', '나트륨', '식이', '섬유', '그램', '정도', '나트륨', '식이', '섬유', '보충', '필요']",중립,중립
지금 크런틴 먹고 광명찾았는데 대용량으로 안 사면 5천원꼴이라 대체품 찾는중 ㅠ 영라뉴 밖에 없나,520,"['광명', '용량', '대체', '영라뉴']",중립,중립
wpi로 먹는게 젤 깔끔하지 않나 난 셀렉스 1팩 목넘김 차음료처럼 깔끔하게 되있는거 있는데 그거 먹거나 신타6 한스쿱 단백질 25g짜리 먹는데 분리 대두 단백은 이 대두라는게 원재료가 gmo일 가능성이 너무 높아서,520,"['깔끔', '렉스', '넘기', '음료', '그거', '한스', '단백질', '분리', '대두', '단백', '대두', '원재료', '가능']",중립,중립
근무하시는 병원 어디인지 궁금해요!,520,"['근무', '병원', '어디', '궁금하']",중립,중립
"지금까지 원장님 단백질 쉐이크 1편 리뷰 보고 영라뉴만 먹어왔는데, 이제 갈아타봅니다. 26년은 새로운 단백질 쉐이크로 다시 다이어트 다짐. 매해 하는 신년다짐..ㅎㅎㅎ",520,"['지금', '원장', '단백질', '쉐이크', '리뷰', '영라뉴', '갈아타', '새롭', '단백질', '쉐이크', '다이어트', '다짐', '신년', '다짐']",중립,중립
잇더핏이랑 코코밥도 해주세요!! 제 최애 단쉐인데,520,"['잇더핏', '코코', '최애', '단쉐']",중립,중립
그래서 1 위가 뭐라는거임?,520,[],중립,중립
체중조절용 조제식품 이라고 되어있는것과 기타가공품이라고 되어있는거 차이가 있을까요??,520,"['체중', '조절', '조제', '식품', '기타', '가공품', '차이']",중립,중립
그래서 본인이 먹는게뭐라는건지,520,['본인'],중립,중립
이거보고 비오틴을 먹기 시작했습니다.ㅎ,522,"['이거', '비오', '시작']",중립,중립
"글루타치온, 비타민 C,D는 저도 중요하다는 얘기 들어봤어요.😲 진짜 건강보다 중요한건 없는 것 같아요. 오연서 배우님도 무엇보다 건강 챙기시고 감기 조심하세요. 😃",522,"['비타민', '중요', '얘기', '건강', '중요', '오연서', '배우', '무엇', '건강', '챙기', '감기', '조심']",긍정,중립
오연서가 나의비타민,522,"['오연서', '비타민']",중립,중립
드라마 화이팅 오연서 화이팅 최진혁 화이팅 뿌꾸 화이팅 이상호 화이팅,522,"['드라마', '화이팅', '오연서', '최진', '화이팅', '뿌꾸', '화이팅', '이상호']",중립,중립
안먹는 영양제가 하나도 없으셔 😮,522,"['영양제', '하나']",중립,중립
✌🏻itamin🏋🏻‍♀️,522,[],중립,중립
뉴트리데이랑 이거랑 뭘 먹어야 하나요??,523,"['트리', '데이', '이거']",중립,중립
선생님 정형외과에서 발톱꿰매다가 에이즈 걸릴수도 잇나요?,523,"['선생', '정형외과', '발톱', '꿰매', '에이즈', '걸리']",중립,중립
막내가 5살인 딸 셋을 키우는 워킹맘입니다. 늦잠보다 깊은 통잠 한 번 자보는게 작은 소원이기도 합니다. 마음이 급해 올영에서 바로 한 박스 주문했어요~ 안방에서 혼자 애 셋 데리고 자는데 10년 넘게 새벽에 안깨고 잔 적이 없었던 것 같아요~ 코자아 먹고 내일은 이른 새벽에 안깨고 새벽 4시까지만 통잠 잤으면 좋겠습니다.,524,"['막내', '키우', '워킹맘', '늦잠', '소원', '마음', '급하', '박스', '주문', '안방', '혼자', '데리', '새벽', '코자아', '내일', '이르', '새벽', '새벽']",중립,중립
코자아! 저도 선물받아서 먹어보고 부모님에게도 나눠주고 있었는데! 몰입하다보니 낮에 예민해지고 저녁에 공허해질때 코자아 한잔 들이키면 바로 꿀잠자요!💤,524,"['코자아', '선물', '부모', '나누', '몰입', '저녁', '코자아', '들이키']",중립,중립
올리브영 예전부터 제 딸도 좋아했어요. 지금은 초4. 수면이 중요한 요즘 마셔보고 싶어요.,524,"['올리브', '예전', '지금', '수면', '중요', '요즘', '마시']",중립,중립
갓생 사업가가 무슨 의미에요?,524,"['사업가', '의미']",중립,중립
,525,[],중립,중립
,526,[],중립,중립
제품 정보는 아래 링크 https://bit.ly/4pj1rsS,528,"['제품', '정보', '아래', '링크']",중립,중립
💎 영상 속 나오는 제품 정보 💎 ✅ http://bit.ly/4q5Alq2,529,"['영상', '나오', '제품', '정보']",중립,중립
볼이 참 긔여워,530,['긔여워'],중립,중립
우왕 1등 ❣️,530,['우왕'],중립,중립
😊😊,530,[],중립,중립
可愛いすぎます🤎。、,530,[],중립,중립
나 고정 시켜줭 ㅠㅠ,530,['고정'],중립,중립
그래서 원장님은 지금 어떤 아르기닌을 드시고 계시는지가 제일 궁금해요!!,532,"['원장', '아르기닌', '드시', '계시', '궁금하']",중립,중립
새해복마니바드세요!!!,532,"['새해', '드세']",중립,중립
어쩜 이리 똑부러지고 이쁘게 생기셨노^^,532,"['부러지', '이쁘', '생기']",중립,중립
명품 닥터 올케어 CMG제약회사는 어때요? 식약처인증이고 기능성입니다,532,"['명품', '닥터', '케어', '제약', '회사', '어떻', '식약처', '인증', '기능']",중립,중립
안녕하세요. 질문드릴 게 있습니다. 22:30에 오르니틴과 시트룰린이 함께 있는 것보다 시트룰린만 있다는 것을 높게 평가하셨는데 이유를 알 수 있을까요? 오르니틴이 아르기닌과 시트롤린 작용 과정에서 생기는 요소를 준해해주는 걸로 알고 있는데…,532,"['안녕', '질문', '드리', '오르', '시트', '시트', '평가', '이유', '오르', '아르기닌', '시트', '작용', '과정', '생기', '요소', '준하']",중립,중립
대전의 딸 자랑스럽습니다. 석회성 건염도 혹시 잘 아시나요.,532,"['대전', '자랑', '석회', '건염']",중립,중립
"쏜리서치제품을 먹고있는데요, 과다 복용만 아니면 다른 아르기닌 제품이랑 같이 복용해도 되는걸까요?",532,"['리서치', '제품', '과다', '복용', '아니', '아르기닌', '제품', '복용']",중립,중립
공복에 아르기닌을 먹고 아침밥을 먹어도 상관이없나요?,532,"['공복', '아르기닌', '아침밥', '상관']",중립,중립
thanks,532,[],중립,중립
이렇게 이쁜데...,532,"['이렇', '이쁘']",중립,중립
아르기닌 지금까지 난 무얼 먹고 있던거지… 이거 보고 다시 사요,532,"['아르기닌', '지금', '무어', '이거']",중립,중립
님처럼 미드 성형하고 먹어야하는 영양제가 뭔가요?,532,"['미드', '성형', '영양제']",중립,중립
,533,[],중립,중립
💎 영상 속 나오는 제품 정보 💎 ✅ http://bit.ly/4q5Alq2 💎 영상 속 나오는 제품 정보 💎 ✅ http://bit.ly/4q5Alq2,534,"['영상', '나오', '제품', '정보', '영상', '나오', '제품', '정보']",중립,중립
올리브오일 그냥 먹으면 무슨 맛임?,534,"['올리브', '오일']",중립,중립
,535,[],중립,중립
이걸요? 제가요? 왜요 😂😂😂,536,['이거'],중립,중립
