comment_text,content_id,형태소,형태소기반_감정,맥락기반_감정
다이소에 리포좀 비타민 있던데. 약국거란 다른건가요?,158,"['다이소', '리포', '비타민', '약국', '다르']",중립,중립
,160,[],중립,중립
,161,[],중립,중립
,162,[],중립,중립
,163,[],중립,중립
,165,[],중립,중립
,166,[],중립,중립
두 박스 샀어요. 오늘 배송 왔어요. 장사의신 소송 다 이기고 힘내요.,168,"['박스', '배송', '장사', '소송', '이기', '힘내']",중립,중립
탈팡이라 네이버도 가격 같나요?,168,"['탈팡', '네이버', '가격']",중립,중립
뿌라스 은현장 열쩡! 잘 먹겠습니다^^,168,"['뿌라스', '현장', '열쩡']",중립,중립
이분은 정말 믿음간다 ~~~,168,['믿음'],중립,중립
은대표님은 인품이 명품입니다,168,"['대표', '인품', '명품']",중립,중립
형 밀키트 전부 주문해보는 중이야 홍삼도 사야해? 세의 먼저 조져줘 형,168,"['키트', '주문', '홍삼', '조지']",중립,중립
아니 어디서 사냐니깐요???,168,['어디'],중립,중립
"3박스 쿠팡으로 주분했어요, 잘 먹겠습니다",168,"['박스', '쿠팡', '주부']",중립,중립
장사의신이. 홍보 하시니 믿고 사겠습니다,168,"['장사', '홍보']",중립,중립
아놔 이른아침에 왠 군용텐트여 제대한지 30년이 넘어가는데 왠일이여 뭘 넣은거여 ~~선다니깐,168,"['이르', '아침', '군용', '텐트', '제대']",중립,중립
어제 도착해서 먹고 있습니다 진한게 아주 좋아 ~,168,"['도착', '진하']",중립,중립
"마그네슘, 바나바잎 추출물 오케오케",170,"['마그네슘', '추출물']",중립,중립
다이소가 영양제도 나오는 시대가 왔네,170,"['다이소', '영양제', '나오', '시대']",중립,중립
다이소 테아닌은 어떤가요? 종류도 많아서 궁금해요!,170,"['다이소', '테아닌', '어떻', '종류', '궁금하']",중립,중립
비타민씨는요?,170,['비타민'],중립,중립
"400*3=1,200 이것이 사칙연산이니까(끄덕)",170,"['이것', '연산']",중립,중립
파는곳 있음...?,170,[],중립,중립
,174,[],중립,중립
바나나잎이 아니었다니 ㄷㄷㄷ,175,"['바나나', '아니']",중립,중립
당뇨전단계가 아닌 당뇨환자들은 먹을필요 없나요? 당뇨약외에 추가로 섭취하는거로요,175,"['당뇨', '단계', '아니', '당뇨', '환자', '필요', '당뇨', '추가', '섭취']",중립,중립
언제 먹는게 좋나요,175,[],중립,중립
,176,[],중립,중립
다이소 다이소 다있네 큰 기업되고 있구나 희안하네 다이고오,181,"['다이소', '다이소', '기업']",중립,중립
말토덱스트린 덱스트린은 공장먹거리에ㅡㅡㅡㅡ걸러내야합니다. 약만두라면소스ㅡㅡㅡㅡㅡㅡㅡㅡ등등등,181,"['말토덱스트린', '덱스트린', '공장', '먹거리', '거르', '만두', '라면', '소스', '등등']",중립,중립
"여러분! 다이소 건강식품 라인업이 점점 화려해지네요! 💊 📍 영상 속 다이소 제품 정보 - 동화 부채표 편안활 5포 / 601618636 / 3,000원 - 동화 부채표 쌍화 5포 / 601618638 / 2,000원 - 동화 부채표 배도라지쌍화 5포 / 601618637 / 2,000원 - 동화 바이마그랩 마그네슘B 30정 / 601618643 / 3,000원 - 종근당 데일리와이즈 혈당컷 다이어트 12정 / 032306201 / 2,000원 - 종근당 데일리와이즈 리스펙타 유산균 6포 / 032306212 / 5,000원 - 종근당 데일리와이즈 초임계 알티지 오메가3 12캡슐 / 032306203 / 2,000원",184,"['여러분', '다이소', '건강식품', '라인업', '영상', '다이소', '제품', '정보', '동화', '부채', '동화', '부채', '동화', '부채표', '배도라지쌍화', '동화', '바이마그랩', '마그네슘', '종근당', '데일리', '와이즈', '혈당', '다이어트', '종근당', '데일리', '와이즈', '리스펙타', '유산균', '종근당', '데일리', '이즈', '초임', '알티', '오메가', '캡슐']",중립,중립
헐 ㅋㅋ 부채표 활명수 ㅋㅋㅋㅋ,184,"['부채표', '명수']",중립,중립
,186,[],중립,중립
쿠팡파트너스 활동의 일환으로 일정 수수료를 받을 수 있습니다😊,188,"['쿠팡', '파트너스', '활동', '일환', '일정', '수수료']",중립,중립
,189,[],중립,중립
,190,[],중립,중립
https://link.inpock.co.kr/moneytree55315,195,[],중립,중립
,197,[],중립,중립
건강을 위협하는 약사회는 해산하라,199,"['건강', '위협', '약사회', '해산']",중립,중립
약사회는 뭐하는 집단인가 고물가를 부축이는놈들인가,199,"['약사회', '집단', '물가', '부축']",중립,중립
남친 한테 “여보 다이소 건강보조 몇몇개는 철수 있대” 남친왈 약사들이 또 집단으로 랄지 떨어겠지 !!!! 뻔한거 집단 이기주의자들 의사 약사,199,"['남친', '다이소', '건강', '보조', '철수', '남친', '약사', '집단', '뻔하', '집단', '이기주의', '의사', '약사']",중립,중립
무조건 제재가야지 민주주의 국가에서,199,"['조건', '제재', '민주주의', '국가']",중립,중립
,200,[],중립,중립
함량이다름,202,"['함량', '다르']",중립,중립
지금은. 안팔아요,202,['지금'],중립,중립
,203,[],중립,중립
,205,[],중립,중립
꿀팁 ㄱㅅ,206,[],중립,중립
,207,[],중립,중립
,208,[],중립,중립
,209,[],중립,중립
하.. 가르시니아 캄보지아 추출물 들어간거 먹고있는데!!!!!! 장난하나 진짜,211,"['가르시니아 캄보지아', '추출물', '들어가', '장난']",중립,중립
,212,[],중립,중립
,213,[],중립,중립
,214,[],중립,중립
,215,[],중립,중립
오메가3.카무트효소.이너케어유산균 ㅡ다이소,216,"['오메가', '3카무트효소', '이너', '케어', '유산균', '다이소']",중립,중립
싼 만큼 양이너무적어서 싼게아니던데,216,"['만큼', '아니']",중립,중립
,217,[],중립,중립
,218,[],중립,중립
요거 ㅠㅠ 한여름엔 포장안에서도 거뭇하게 색이 바뀌더라구요….!!,219,"['요거', '여름', '포장', '바뀌']",중립,중립
마그밀이랑 같은 효과인가요?,219,['효과'],긍정,중립
비타민B는 어때요,220,"['비타민', '어떻']",중립,중립
레전드 바로 삽니다,222,['레전드'],중립,중립
"다이소몰 가보니, 단종이네요....",222,"['다이소', '단종']",중립,중립
생존권이 아니라 연에 몇억씩 벌고 싶은거지. 꼬우면 지들도 가격 낮춰서 팔면된다,223,"['생존', '아니', '꼬우', '가격', '낮추']",중립,중립
이런 일이 다 있나?,223,[],중립,중립
,225,[],중립,중립
,226,[],중립,중립
,227,[],중립,중립
,228,[],중립,중립
1번 3번 같이먹어도돼나요,230,[],중립,중립
,231,[],중립,중립
,232,[],중립,중립
창고형 약국 전국적으로 늘려야함 국민도 선택의 자유를 주라 약사들 오남용 우려 ᆢㅋㅋㅋ,233,"['창고', '약국', '전국', '늘리', '국민', '선택', '자유', '약사', '남용', '우려']",중립,중립
동네 약사들이 국민건강 걱정하는게 제일 역겨움,233,"['동네', '약사', '국민', '건강', '걱정', '역겹']",중립,중립
약사들은 수입 줄어들까봐 우려,233,"['약사', '수입', '줄어들', '우려']",중립,중립
전문의약품도 아닌데... 게다가 ‘건강기능식.품.’ 에 까지 발작하는것도 웃김.,233,"['전문', '의약품', '아니', '건강', '기능', '식품', '발작', '웃기']",중립,중립
본인 약국에 저렇게 손님들 오면 막을거냐고 아니잖아 그럼 다른 약국 간다고 뭐라 할게 아니지,233,"['본인', '약국', '저렇', '아니', '약국', '아니']",중립,중립
우리나라도 일본 드럭스토어 같은 곳이 필요해. 전국에 깔린 올리브영부터 시작해서 지에스25나 씨유 세븐일레븐도 그렇고 의약품 좀 팔아줘!,233,"['우리나라', '일본', '드럭', '스토어', '필요', '전국', '깔리', '올리브', '시작', '지에스', '씨유', '세븐일레븐', '그렇', '의약품']",중립,중립
법에 어긋나는거 없고 약사가 다 봐주는데 뭔문제임ㅋㅋ,233,"['어긋나', '약사', '문제']",중립,중립
약국 갈때마다 친절한분 한번도 못봤습니다. 매번 귀찮은 표정으로 응대하는데 약국안가고 여기가서 쇼핑하고싶습니다,233,"['약국', '친절', '귀찮', '표정', '응대', '약국', '여기', '쇼핑']",중립,중립
이유는 매우 간단함. 기존의 약국 주인 약사들이 약국 매도시 받을 수 있는 권리금이 하락하기 때문임. 월급쟁이 약사들에겐 아무런 영향 없음.,233,"['이유', '기존', '약국', '주인', '약사', '약국', '매도', '권리금', '하락', '때문', '월급', '약사', '영향']",중립,중립
공공성 따지는 놈들이 휴일에는 다 문쳐닫고 약국찾아 삼만리 하게 만드나 ㅋ,233,"['공공', '따지', '휴일', '약국', '삼만', '만들']",중립,중립
뭐 지 밥그릇 뺏기기 싫어서 징징 되는거지!,233,"['밥그릇', '뺏기']",중립,중립
약사 왜필요없는지 이제 다안다. 의약분업 없애는게 맞다,233,"['약사', '필요', '의약', '분업', '없애']",중립,중립
옆나라인 일본과 경제1인 미국만 해도 전문의약품 말고는 일반마트에서도 판매함,233,"['나라', '일본', '경제', '미국', '전문', '의약품', '일반', '마트', '판매']",중립,중립
약사들이 자기 밥그릇지키려는거지,233,"['약사', '자기', '밥그릇', '지키']",중립,중립
약사들이 이곳 별점테러 하더라,233,"['약사', '이곳', '별점', '테러']",중립,중립
더 생겨났음 합니다...,233,['생겨나'],중립,중립
동네 약국 들 이제는 폭리 덤탱이 고객 한테 했던거 돌려 받겠되어 시비 거는 동네 약국 시대 가 바뀌어 가고 있지요 소비자 가 바보 아니지~,233,"['동네', '약국', '이제', '폭리', '덤탱', '고객', '돌리', '시비', '동네', '약국', '시대', '바뀌', '소비자', '바보', '아니']",중립,중립
약사 우려 (돈),233,"['약사', '우려']",중립,중립
솔직히 약사들 쉽게 돈 버는 시대 끝났다.,233,"['약사', '시대']",중립,중립
저거 총책이 중국기업만 아니길...,233,"['저거', '총책', '중국', '기업', '아니']",중립,중립
강남역 등 번화가에도 개점하길 바란다.,233,"['강남역', '번화가', '개점', '바라']",중립,중립
"약사는 자판기로 빨리 대체하자 ""식후 30분"" 원툴로 월 수천씩 버는게 맞냐?",233,"['약사', '자판기', '대체', '식후', '수천']",중립,중립
헐 일본에서 있는 아직 우리 나라는,233,"['일본', '우리', '나라']",중립,중립
하루 세번 먹어라..이딴 소리는 나도 함,233,"['하루', '소리']",중립,중립
이제 약사들도 기름 좀 빠지고 고개 뻣뻣하게 쳐 들고 다니는것도 끝이나야지... 그동안 너무 마이 무따 아이가...전문성? 의사가 처방내리는거 대로 약짓는거는 전문성을 발휘하는거냐? 진짜 전문가는 신약개발 아님? 그게 꼬우면 제약회사나 들어가면 될것이고...이제 약국도 대형화 될거다 그래야 살아남는다...대도시는 손해볼게 없다.,233,"['약사', '기름', '빠지', '고개', '다니', '그동안', '마이', '무따', '아이', '전문', '의사', '처방', '내리', '전문', '발휘', '전문가', '신약', '개발', '아니', '그것', '꼬우', '제약', '회사', '들어가', '약국', '대형', '그렇', '살아남', '도시', '손해']",중립,중립
,234,[],중립,중립
베르베린!!!,235,"['베르', '베리']",중립,중립
다이소 베르베린 소개가 없어서 많이 궁금해요 ^^,235,"['다이소', '베르', '베리', '소개', '궁금하']",중립,중립
,236,[],중립,중립
,237,[],중립,중립
,238,[],중립,중립
,239,[],중립,중립
지금 잘 사먹고 있는 영양제네요. 일반 눈높이에 맞춘 설명 이해가 잘 됩니다,241,"['영양제', '일반', '눈높이', '맞추', '설명', '이해']",중립,중립
가격 정말 파격적이에요 😂,241,"['가격', '파격']",중립,중립
다이소 바나바잎이랑 녹차카테킨 같이 먹어도 되나요?,241,"['다이소', '녹차', '카테킨']",중립,중립
,242,[],중립,중립
다이소영양제 찾는다면? 종근당 데일리와이즈 2천원부터! 바로가기: https://www.daisomall.co.kr/ds/dsBrand/C212/00199,243,"['다이소', '영양제', '종근당', '데일리', '와이즈']",중립,중립
,244,[],중립,중립
,245,[],중립,중립
,246,[],중립,중립
종근당 영양제 소개해줘요,247,"['종근당', '영양제', '소개']",중립,중립
미인이시다😊,248,['미인'],중립,중립
약사님이신가요? 연예인이신가요? 외모가 빛이 나세요,248,"['약사', '연예인', '외모']",중립,중립
종합비타민에 3.6.각각100mg씩 들어있는데 섭취중단해야하나요?,248,"['종합', '비타민', '섭취', '중단']",중립,중립
그럼 비타민 비군 3개월 먹고 다음엔 아예 안 먹나요? 다음엔 언제 또 복용하나요?,248,"['비타민', '개월', '다음', '다음', '복용']",중립,중립
오! 뉴페이스,248,['페이스'],중립,중립
식물의 밥 되는 빛에 대한 얘기 https://youtu.be/P3h7T5VsrlY?si=-cMSEFZXyipULE2Z,249,"['식물', '대하', '얘기']",중립,중립
앞으로 영상제작시 필요 이상으로 화면을 흔들지 마셔요.어지럽고 핵심에 집중해서 보기가 어려위요,249,"['영상', '제작', '필요', '이상', '화면', '흔들', '어지럽', '핵심', '집중', '어리']",중립,중립
죽은 식물이 있는 화분에 꼭 꽃혀 있다고 해서 비석이라고 부릅니다.,249,"['식물', '화분', '비석', '부르']",중립,중립
저영양제 뚜껑그냥 빼면 빠져요 칼로 딸 필요 없이,249,"['영양제', '뚜껑', '빠지', '필요']",중립,중립
얼마간격으로 주는게좋을까요?,249,"['얼마', '간격']",중립,중립
완효성 비료가 왜 가정에서 쓰기 어려운 방식인가요? 소용량도 많이 나옵니다 오스모코트 등등 왤케 한국 원예 쪽은 발전이 없는지 참 옛날 사고 방식에 틀어 박혀서 유럽의 옛날 방식 고집 물반잔 주세요 가드닝,249,"['비료', '가정', '어렵', '방식', '용량', '나오', '오스모코트', '등등', '한국', '원예', '발전', '옛날', '사고', '방식', '박히', '유럽', '옛날', '방식', '고집']",중립,중립
어항물갈이한 물로줘도 직빵임,249,"['어항', '물갈이']",중립,중립
몬스테라 다육이도줘도 됐는것지요,249,['몬스테라'],중립,중립
영상의 다이소 식물 영양제 쓰시는 분들이 얼마나 있는지 모르겠지만 다이소 가시게 되면 비료성분 얼마나 들었는지 한 번 보세요. 비료는 거의 없고 그냥 통값이예요.,249,"['영상', '다이소', '식물', '영양제', '모르', '다이소', '비료', '성분', '비료']",중립,중립
가정용식물이 죽는 원인 9할이 과습입니다.,249,"['가정', '식물', '원인']",중립,중립
물얼마에 앰플 몇개 넣어야될까요? 겨우내 얼었다가 새싹이 올라와서 관리좀하려고해요~,249,"['얼마', '앰프', '새싹', '올라오', '관리']",중립,중립
음악소리 적게하지? 브이로그도 아니고 설명소리랑 섞여 시끄럽게 들려요.,249,"['음악', '소리', '브이', '로그', '아니', '설명', '소리', '섞이', '시끄럽', '들리']",중립,중립
이유튭은 질문에답글을 안달아주네. 영상을올려놓고 시청자가 그영상에 궁굼한점 질문하면 답글달아주는 성의정도는 보여줘야 영상시청하는 보람도 있는것이지 궁굼해서 질문했는데 싸그리 무시해버린다면 다시는영상 시청해주지 말아야한다.,249,"['이유', '질문', '영상', '올리', '시청자', '영상', '궁구', '질문', '성의', '정도', '보이', '영상', '시청', '보람', '질문', '무시', '버리', '영상', '시청']",중립,중립
알비료를 뿌려 둔 상태에서 다이소식물영양제를 자주 뿌려줘도 되나요?,249,"['비료', '뿌리', '상태', '다이소', '식물', '영양제', '뿌리']",중립,중립
대파는요??,249,[],중립,중립
몇칠에 한번식 주야되나요,249,['주야'],중립,중립
,250,[],중립,중립
,251,[],중립,중립
,252,[],중립,중립
,253,[],중립,중립
,254,[],중립,중립
'도시언니' 님의 제품이 궁금하다면👉https://gripapp.onelink.me/lpsd/ocdavpen,256,"['도시', '언니', '제품']",중립,중립
"라이브로 약 상담을 하는 도시언니 약사님의 이야기 어떻게 보셨나요? 질문 : 약사님의 상담 소통창구가 된 저희 앱의 이름은 무엇일까요? 힌트 : ㄱㄹ 정답을 맞춰주신 분 중 5명을 추첨하여 'Grip'에서 사용 가능한 3,000포인트를 드립니다! *당첨자에게는 선물 발송 및 기타 소득 신고를 위한 개인 정보를 요청 드릴 수 있으며, 개인 정보 수집 및 이용에 동의하지 않을 경우 당첨이 취소될 수 있습니다. *당첨자 발표는 6월 10일에 유튜브 채널 커뮤니티를 통해 진행됩니다. 연장 또는 조기 종료 될 수 있으며, 당첨자에게 별도 연락을 드리지 않습니다",256,"['라이브', '상담', '도시', '언니', '약사', '이야기', '어떻', '질문', '약사', '상담', '소통', '창구', '저희', '이름', '무엇', '힌트', '정답', '맞추', '추첨', '사용', '가능', '포인트', '드리', '당첨자', '선물', '발송', '기타', '소득', '신고', '위하', '개인', '정보', '요청', '드리', '개인', '정보', '수집', '이용', '동의', '경우', '당첨', '취소', '당첨자', '발표', '유튜브', '채널', '커뮤니티', '통하', '진행', '연장', '조기', '종료', '당첨자', '별도', '연락', '드리']",중립,중립
정답 그립! 도시언니같은 전문지식을 가진 그리퍼들이 많이 늘어나면 좋겠어요! 지식을 나눠주는 창구 도시언니 화이팅!,256,"['정답', '그립', '도시', '언니', '전문', '지식', '가지', '그리퍼', '늘어나', '지식', '나누', '창구', '도시', '언니']",중립,중립
칫솔 드시는줄 알고 들어왔습니다,258,"['칫솔', '드시', '들어오']",중립,중립
진짜 치과의사였나봐...,258,"['치과', '의사']",중립,중립
분명 구강용품 리뷰인데 다라이랑 족발밖에 안보인다는 나쁜 댓글은 ㄴㄴ,258,"['구강', '용품', '리뷰', '다라', '족발', '보이', '나쁘', '댓글']",중립,중립
다이大가 리뷰하는 다이小😂,258,"['다이', '리뷰', '다이']",중립,중립
다이소 X 다라이소 O 이게 맞습니다.,258,"['다이소', '다라이소', '이것']",중립,중립
그냥 소 아닌가요 ㄷㄷㄷ,258,['아니'],중립,중립
마술사가 아니였어? 날 속인거니?,258,"['마술사', '아니', '속이']",중립,중립
12:31 목마르셔서 삼키신걸로 알겠습니다,258,"['목마르', '삼키']",중립,중립
형님 죄송하지만 카메라가 좋아서 영상보기가 힘드네요 다라이만 땡겨서 영상제작좀 부탁드립니다,258,"['카메라', '영상', '힘들', '땡기', '영상', '제작', '부탁', '드리']",부정,중립
구강청결제 다 마셔버리는 테토직박,258,"['구강', '청결', '마시', '버리']",중립,중립
칫솔은 사서 뜯기 전에는 만져볼 수 없다보니 이런 리뷰 영상도 좋운 거 같아요,258,"['칫솔', '만지', '리뷰', '영상']",중립,중립
왜 뒤로 갈수록 먹방리뷰가 되는건데ㅋㅋㅋㅋ,258,"['먹방', '리뷰']",중립,중립
다라이는 이미 가지고 있어서 살 필요가 없다는 댓글 누구냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 개웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,258,"['다라', '가지', '필요', '댓글', '누구', '웃기']",중립,중립
오랜만에 켰는데 왤캐 고퀄리티됨? 허허 방송쟁이 다 됐구만,258,"['오랜만', '퀄리티', '방송']",중립,중립
0:16 그런댓글이 많았다구요? 매직박 차박브이로그 해주세요,258,"['댓글', '매직', '브이', '로그']",중립,중립
다이소는 신이야,258,['다이소'],중립,중립
라방인가요,259,[],중립,중립
저는 다육이 영양제 다이소에서 사서 사용합니다 칼슘제는 따로 구입해서 주고 있구요,268,"['영양제', '다이소', '사용', '칼슘', '구입']",중립,중립
마그네슘 카테킨ㅡ기름진음식 코큐텐 ㅡ기력,269,"['마그네슘', '카테킨', '기름지', '음식', '코큐텐', '기력']",중립,중립
그리 싼가요?,269,[],중립,중립
,270,[],중립,중립
,271,[],중립,중립
"-닥터블릿 멜라드림(30정) 1정당 멜라토닌2mg 함유 자기전 1알 드세요. -동국제약 리포좀 마그마 스피드(30정) 리포좀제형으로 흡수율이 좋음, 정당 마그네슘 120mg -오브맘 스트레스,쉼 30일분 1포당 테아닌200mg와 비타민B 함유 하루에 1포 드세요.",273,"['닥터', '드림', '정당', '멜라토닌', '함유', '드세', '동국', '제약', '리포', '마그마', '스피드', '제형', '흡수', '정당', '마그네슘', '오브', '스트레스', '아니', '비타민', '함유', '하루', '드세']",중립,중립
오늘 삿는데 너무 맛잇어서 내일 친구들 나눠줄려고요,275,"['내일', '친구', '나누']",중립,중립
어른도먹어돼요?,275,['어른'],중립,중립
네,275,[],중립,중립
생각 히고요,275,['생각'],중립,중립
근데 5000×7=35000인데,275,[],중립,중립
H😮ướng có thể làm được điều đó,275,[],중립,중립
함량이달이라도 돈없어서 영양제못사먹엇던 서민층도 사먹을수있는데에 다이소 박수!!,276,"['함량', '영양제', '서민', '다이소', '박수']",중립,중립
,278,[],중립,중립
,279,[],중립,중립
,280,[],중립,중립
,281,[],중립,중립
나 이거 7종세트 됐어,283,"['이거', '세트']",중립,중립
[메디트리] 코큐텐 코엔자임Q10 링크 : https://vo.la/2Em3Wjz,283,"['메디', '트리', '코큐텐', '코엔자임', '링크']",중립,중립
[다이소영양제] 멜라토닌편 닥터블릿 멜라드림(30정) 1정당 멜라토닌2mg 함유 자기전 1알 드세요.,286,"['다이소', '영양제', '멜라토닌', '닥터', '드림', '정당', '멜라토닌', '함유', '드세']",중립,중립
,287,[],중립,중립
😊😊😊😊😊😊,288,[],중립,중립
티니핑 영양제 던지시는겈ㅋ,289,"['영양제', '던지시는겈']",중립,중립
티니핑만 집어던진겉ㅋㅋㅋ,289,['던지'],중립,중립
요즘 다이소 많이 좋아졌어요,289,"['요즘', '다이소']",중립,중립
예쁘게의 기준이 다른가봐요^^,289,"['예쁘', '기준', '다르']",중립,중립
불타는 효자,289,"['불타', '효자']",중립,중립
불이나는 효자,289,['효자'],중립,중립
효자,289,['효자'],중립,중립
*티니팡*,289,['티니팡'],중립,중립
디알엑스 월즈 가보자 화이팅,289,"['디알', '엑스', '월즈']",중립,중립
티니핑 사망,289,"['티니핑', '사망']",중립,중립
ㅋㅋㅋㅋ크,289,[],중립,중립
친구분 한테 취두부 국물얼려서 민트초코 라고하고 먹여주세요,289,"['친구', '취두부', '국물', '얼리', '민트', '초코', '먹이']",중립,중립
효자 3빠,289,['효자'],중립,중립
,290,[],중립,중립
선생님🎉🎉🎉,291,['선생'],중립,중립
오늘 다이소 가야겠네요😊,292,['다이소'],중립,중립
와...다이소에 젤리 영양식품은 미쳤다 갓이소...ㄷㄷㄷ,295,"['와다이소', '젤리', '영양', '식품', '미치']",중립,중립
오 ~로라 핑!! 쳘분스틱;;!!!,295,['스틱'],중립,중립
머가 젤 마씨써여??,295,['마씨써여'],중립,중립
,296,[],중립,중립
,299,[],중립,중립
,300,[],중립,중립
,301,[],중립,중립
,302,[],중립,중립
"[다이소영양제] 루테인 편 요약 : 3번 제품으로 고르세요. 1. 대웅제약 루테인(30정) 루테인20mg 과 비타민A 2. 종근당건강 눈건강엔 루테인지아잔틴(18캡슐) 루테인지아잔틴 합 20mg 과 비타민A E D B, 아연 3. 안국 토비콤 루테인 지아잔틴 미니(30캡슐) 루테인지아잔틴 합 20mg 와 비타민A 4. 안국 토비톰 루테인 지아잔틴(24캡슐) 루테인지아잔틴 합 20mg 과 비타민A E D B C, 아연",304,"['다이소', '영양제', '루테', '요약', '제품', '고르', '대웅제약', '루테', '루테', '비타민', '종근당', '건강', '건강', '루테', '캡슐', '루테인지아잔틴', '비타민', '아연', '안국', '토비콤', '루테', '지아', '미니', '캡슐', '루테인지아잔틴', '비타민', '토비', '루테', '지아', '잔틴', '캡슐', '루테인지아잔틴', '비타민', '아연']",중립,중립
,305,[],중립,중립
,306,[],중립,중립
바나바잎 3000원인디,307,['바나바잎'],중립,중립
,309,[],중립,중립
,310,[],중립,중립
,311,[],중립,중립
,312,[],중립,중립
,314,[],중립,중립
제가 필요한거네요 ㅎ...,315,['필요'],중립,중립
요새 피곤한데 다이소걸로 입문해볼까,315,"['피곤', '다이소', '입문']",중립,중립
,316,[],중립,중립
,317,[],중립,중립
,321,[],중립,중립
,322,[],중립,중립
,323,[],중립,중립
,324,[],중립,중립
와우 다이소에 티니핑영양제까지😁😁,325,"['다이소', '영양제']",중립,중립
지금 가봐야겠어요~ 아이들영앙제가 있다는건 처음알았어요~,325,"['아이', '처음']",중립,중립
화분에 심을때는 비료를 뿌리에 바로 주면 안된다는데 어디에 줍니까?,326,"['화분', '비료', '뿌리', '어디']",중립,중립
이제 영양제 살 때도 그냥 다이소가면 끝!! 😎,328,"['영양제', '다이소']",중립,중립
1ㅃ 다,328,[],중립,중립
제품 이름이 뭔가요?,329,"['제품', '이름']",중립,중립
내일 다이소갈건데 ~~ 잘 찾아봐야지 ~~,332,"['다이소', '찾아보']",중립,중립
엄마심부름 가야겠당!,332,"['엄마', '심부름']",중립,중립
ㅎㅎㅎ 다이소 가야징,332,['다이소'],중립,중립
,333,[],중립,중립
[다이소영양제] 혈압관리 편 대웅제약 코엔자임Q10 1캡슐 100mg 으로 아침 식후에 드세요. 혈압약과 같이드셔도 무방합니다. 대웅제약 rTG오메가3 한캡슐당 EPA+DHA 500mg 고지혈증이나 만성염증이 있으신 분들은 아침이나 점심 식사 후 2알 드세요. 대웅제약 마그네슘 한정당 마그네슘 315mg 저녁식후나 자기전에 1알 드세요.,334,"['다이소', '영양제', '혈압', '관리', '대웅제약', '코엔자임', '캡슐', '아침', '식후', '드세', '혈압', '드시', '무방하', '대웅제약', '오메가', '캡슐', '고지혈증', '만성', '염증', '아침', '점심', '식사', '드세', '대웅제약', '마그네슘', '정당', '마그네슘', '저녁', '식후', '드세']",중립,중립
고정댓글은 어디에?,334,"['고정', '댓글', '어디']",중립,중립
어느 정도 비율로 희석하나용,335,"['정도', '비율', '희석']",중립,중립
"예쁜식물? 👉🏻 채널 링크 클릭하고 구경오세요👀💛 식물, 그냥 피플랜트야🌿",335,"['예쁘', '식물', '채널', '링크', '클릭', '구경', '식물', '플랜트']",중립,중립
고정댓글이어디있어요?,336,"['고정', '댓글', '어디']",중립,중립
,339,[],중립,중립
이거사려면 다이소어디을가나요,340,"['이거', '다이소', '어디']",중립,중립
,341,[],중립,중립
물에 타먹는건줄알고 물에 타먹는데 ㄷㄷㄷ,342,[],중립,중립
,343,[],중립,중립
,344,[],중립,중립
멋진 모양의 괴근식물을 키우는 방법이 궁금하다면 링크를 클릭해 주세요 https://www.youtube.com/watch?v=5ojNc_IaGFs,345,"['멋지', '모양', '식물', '키우', '방법', '링크', '클릭']",중립,중립
저거 커피 알비료 쓰면 식물 다죽는거 볼수 있습니다 양적게줘도 한방에 골로 가요,345,"['저거', '커피', '비료', '식물']",중립,중립
다이소 비료 잘 골라서 쓰세요 ㅠㅠ 강아지 고양이 있는집은 유독할수도있습니다,345,"['다이소', '비료', '고르', '강아지', '고양이', '유독']",중립,중립
,346,[],중립,중립
다이소 없는거만 빼고 다있소,347,['다이소'],중립,중립
,348,[],중립,중립
,349,[],중립,중립
,350,[],중립,중립
,351,[],중립,중립
상품 구경하는 방법 영상 하단의 @소개제품보기 터치하면 유튜브 프로필 상단에 소개제품보기 링크가 있습니다 (상품번호 6),352,"['상품', '구경', '방법', '영상', '하단', '소개', '제품', '터치', '유튜브', '프로필', '상단', '소개', '제품', '링크', '상품', '번호']",중립,중립
,353,[],중립,중립
,354,[],중립,중립
,355,[],중립,중립
,356,[],중립,중립
,357,[],중립,중립
,358,[],중립,중립
"<제품을 구매하시려면, 프로필 중간의 링크를 클릭해주세요> ""이 포스팅은 쿠팡파트너스 활동의 일환으로 이에 따른 일정액의 수수료를 제공받습니다."" https://link.coupang.com/a/cvc65v",359,"['제품', '구매', '프로필', '중간', '링크', '클릭', '포스팅', '쿠팡', '파트너스', '활동', '일환', '따르', '일정액', '수수료', '제공']",중립,중립
,361,[],중립,중립
,362,[],중립,중립
,363,[],중립,중립
,364,[],중립,중립
,366,[],중립,중립
,367,[],중립,중립
😊,368,[],중립,중립
중국 개식품 인가요 국내산이면 믿음이가요,368,"['중국', '식품', '국내', '믿음']",중립,중립
반대로 생각하면 대용량이면 일단 샀을때 나한테 맞는지 확인없이 사니 안맞으면 다 버려야됨 근데 소포장이면 먹다 남겨도 버리기는 수월한거지,369,"['반대', '생각', '용량', '확인', '버리', '포장', '남기', '버리']",중립,중립
오😮😮,369,[],중립,중립
